,smiles
772,Cc1csc(-c2cc(F)c(-c3cc(C)c(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)s3)c3nsnc23)c1
773,Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(-c6cc(C)c(C)s6)c6sccc6c(-c6cc(C)c(C)s6)c5s4)s3)c3nsnc23)c1
774,Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)s3)c3nsnc23)c1
775,Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c6cc(C)c(C)cc6c6ccsc6c5s4)s3)c3nsnc23)c1
776,Cc1csc(-c2ccc(-c3cc(C)cs3)c3nsnc23)c1
777,Cc1csc(-c2ccc(-c3cc4c(s3)/C(=C3\C(=O)Nc5cc(-c6ccc(-c7cc(C)cs7)s6)sc53)C(=O)N4)s2)c1
778,Cc1csc(-c2ccc(-c3ccc(-c4ccc(-c5c6c(c(-c7ccc(-c8cc(C)cs8)s7)c7c5=NCN=7)C(=O)N(N)C6=O)s4)o3)s2)c1
779,Cc1csc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(-c6cc(C)cs6)s5)=C4C(=O)N3C)s2)c1
780,Cc1csc(-c2nc3sc(-c4cc(C)c(-c5cc6c(s5)-c5sccc5[Si]6(C)C)s4)nc3s2)c1
781,Cc1csc(-c2nnc(-c3cc(C)c(-c4cc5c(s4)-c4sccc4C5(C)C)s3)nn2)c1
782,Cc1csc(-c2nnc(-c3cc(C)c(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)nn2)c1
783,Cc1csc(-c2sc(-c3cc(C)c(-c4cccs4)s3)c3sc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc23)c1
784,Cc1csc(-c2sc(-c3ccc(-c4cc(C)c(-c5cc(C)c(-c6ccc7c8cc9c(cc8n(C)c7c6)c6ccccc6n9C)s5)s4)c4nsnc34)cc2C)c1
785,Cc1csc(C2=C3C(=O)N(C)C(c4cc(C)c(-c5cc6c7oc(-c8ccccc8)c(-c8ccccc8)c7c7cc(-c8sc(C9=C%10C(=O)N(C)C(c%11cc(C)cs%11)=C%10C(=O)N9C)cc8C)sc7c6s5)s4)=C3C(=O)N2C)c1
786,Cc1nc(-c2nc(C)c(-c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)s2)sc1-c1cccs1
787,Cc1nc(-c2nc(C)c(-c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)s2)sc1-c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1
788,Cc1nc(-c2nc(C)c(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)s2)sc1-c1cccs1
789,Cc1nc2c(-c3cccs3)nnc(-c3ccc(-c4ccc5c6ccccc6n(C)c5c4)s3)c2nc1C
790,Cc1nc2c(-c3cccs3)sc(-c3ccc(-c4ccc5c6ccccc6n(C)c5c4)s3)c2nc1C
791,Cc1nc2c(-c3scc4c3SCCS4)sc(-c3scc4c3SCCS4)c2nc1C
792,Cc1nc2csc(-c3c(-c4sc(-n5ccccc5=O)c5nc(C)c(C)nc45)sc4ccc(C#N)cc34)c2nc1C
793,Cc1nc2csc(-c3nc(F)c(-c4scc5nc(C)c(C)nc45)c4nsnc34)c2nc1C
794,Cc1nc2csc(-c3nccc(-c4sc(C=C5Oc6ccccc6N5C)c5nc(C)c(C)nc45)n3)c2nc1C
795,Cc1nc2csc(-c3ncnc(-c4sc(C=C5N(C)c6ccccc6C5(C)C)c5nc(C)c(C)nc45)n3)c2nc1C
796,Cc1nc2csc(C3=C4C(=O)N(C)C(c5ccc6ncoc6c5)=C4C(=O)N3C)c2nc1C
797,Cc1nc2csc(C3=C4C(=O)N(C)C(c5cocc5C(=O)c5cccs5)=C4C(=O)N3C)c2nc1C
798,Cc1nc2csc(C3=C4C(=O)N(C)C(c5ncc(C=C6C(=O)N(C)C(=O)N(C)C6=O)nn5)=C4C(=O)N3C)c2nc1C
799,Cc1ncc(-c2ccc(-c3cnc(-c4cc5cc6sccc6cc5s4)c4nsnc34)s2)c2nsnc12
800,Cc1ncc(C2=C3C(=O)N(S)C(c4cc(C)c(C)o4)=C3C(=O)N2S)s1
801,Cc1ncc(C2=C3C(=O)NC(c4cnc(C)s4)=C3C(=O)N2)s1
802,Cc1oc(-c2cc3c(cc(-c4cc(S)c(-c5sc6c(S)c(C)sc6c5S)o4)c4nsnc43)s2)cc1S
803,Cc1oc(-c2cc3c4c(c(-c5oc(C)c(C)c5C)cc3c3c2=NCN=3)=NCN=4)c(C)c1C
804,Cc1oc(-c2ccc(C3=C4C(=O)N(N)C(c5ccc(-c6cc(N)c(C)o6)s5)=C4C(=O)N3N)s2)cc1N
805,Cc1oc(-c2ccc(C3=C4C(=O)N(S)C(c5ccc(-c6cc(S)c(C)o6)o5)=C4C(=O)N3S)o2)cc1S
806,Cc1oc(-c2ccc3nc(-c4cc5cc(-c6cc(F)c(N)s6)ccc5n4O)c4nsnc4c3c2)cc1F
807,Cc1oc(=O)c2ccccc2c1-c1ccc2c(c1)NC(=O)C2=c1ccc(=c2ccc(=C3C(=O)Nc4cc(-c5c(C)oc(=O)c6ccccc56)ccc43)s2)s1
808,Cc1oc(C2=C3C(=O)N(c4ccccc4)C(c4cc(-c5ccccc5)c(C)o4)=C3C(=O)N2c2ccccc2)cc1-c1ccccc1
809,Cc1sc(-c2c(F)c(F)c(-c3cc(-c4ccccc4)c(-c4sc5c(-c6ccccc6)c(C)sc5c4-c4ccccc4)s3)c3nsnc23)cc1-c1ccccc1
810,Cc1sc(-c2c(O)c(O)c(-c3sc(-c4sc5c(OC(=O)O)c6c(O)c(C)sc6c(OC(=O)O)c5c4O)c(O)c3O)c3nsnc23)c(O)c1O
811,Cc1sc(-c2cc3c(cc(-c4cc(N)c(-c5sc6c(N)c(C)sc6c5N)s4)c4nsnc43)o2)cc1N
812,Cc1sc(-c2ccc(-c3sc(-c4ccc(C5=C6C(=O)N(N)C(c7ccc(-c8cc(O)c(O)s8)s7)=C6C(=O)N5N)s4)cc3O)c3nsnc23)cc1O
813,Cc1sc(-c2ccc(C3=C4C(=O)N(c5ccccc5)C(c5ccc(-c6cc(-c7ccccc7)c(C)s6)o5)=C4C(=O)N3c3ccccc3)o2)cc1-c1ccccc1
814,Cc1sc(-c2ccc3c(c2)N(c2ccccc2)C(=O)/C3=C2/C(=O)N(c3ccccc3)c3cc(-c4cc(-c5ccccc5)c(C)s4)ccc32)cc1-c1ccccc1
815,Cc1sc(-c2ccc3nc(C4=C5C(=O)N(N)C(c6nc7ccc(-c8cc(N)c(N)s8)cc7s6)=C5C(=O)N4N)sc3c2)cc1N
816,Cc1sc(-c2cnc(C3=C4C(=O)N(c5ccccc5)C(c5cnc(-c6sc(-c7ccc(C8CC(c9ccccc9)N(c9ccccc9)C8)cc7)cc6O)s5)=C4C(=O)N3c3ccccc3)s2)cc1-c1ccccc1
817,Cc1sc(-c2nc(-c3ccccc3)c(-c3cc(C)c4c(C)cc(C)c5c6c(C)cc7c(=O)n(-c8ccccc8)c(=O)c8cc(C)c(c3c45)c6c78)s2)nc1-c1ccccc1
818,Cc1sc(-c2sc(-c3cc4c(s3)-c3sc5c(c3C4(O)O)C(O)=C(O)N3C(=O)C4=C6c7sc8c(c7C(O)=C(O)N6C(=O)C4=C53)C(O)(O)c3cc(O)sc3-8)c(O)c2O)c(O)c1O
819,Cc1sc(-c2sc(-c3oc4c(c3O)C(O)=C(O)N3C(=O)C5=C6c7oc(O)c(O)c7C(O)=C(O)N6C(=O)C5=C43)c(O)c2O)c(O)c1O
820,Cc1sc(-c2sc3c4c(sc3c2S)C2=C3C(=O)N5C(S)=C(S)c6c(sc7c(S)c(S)sc67)C5=C3C(=O)N2C(S)=C4S)c(S)c1S
821,Cc1sc(-c2sc3cc(C4=C5C(=O)N(S)C(c6cc7sc(S)c(S)c7s6)=C5C(=O)N4S)sc3c2S)c(S)c1S
822,Cc1sc(/C=C/c2sc(-c3cc4c(=O)n(-c5ccccc5)c(=O)c5c(C)cc6c(=O)n(-c7ccccc7)c(=O)c3c6c45)c(-c3ccccc3)c2-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1
823,Cc1sc(/C=C/c2sc(-c3cc4c(=O)n(C)c(=O)c5c(C)cc6c(=O)n(C)c(=O)c3c6c45)c(C)c2C)c(C)c1C
824,Cc1sc(C#Cc2sc(-c3cc4c(=O)n(C)c(=O)c5c(C)cc6c(=O)n(C)c(=O)c3c6c45)c(C)c2C)c(C)c1C
825,Cc1sc(C(N)=C(N)c2sc(-c3ccc(-c4cc(N)c(C)s4)c4nsnc34)cc2O)cc1N
826,Cc1sc(C2=C3C(=O)N(C)C(c4cc(S)c(C5CC6CC7CC(c8sc(C9=C%10C(=O)N(C)C(c%11cc(S)c(C%12CC%13CC%14CC(C)CC%14CC%13C%12)s%11)=C%10C(=O)N9C)cc8S)CC7CC6C5)s4)=C3C(=O)N2C)cc1S
827,Cc1sc(C2=C3C(=O)N(O)C(c4sc(C)c(O)c4O)=C3C(=O)N2O)c(O)c1O
828,Cc1sc(C=C2C(=O)C(=C(C#N)C#N)c3cc(-c4sc(-c5ccc(-c6ccccc6)c6nsnc56)c5c4SCCO5)sc32)c2c1SCCO2
829,Cc1sc2c(C)c(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(N)s6)=C5C(=O)N4C)s3)sc2c1C
830,Cc1sc2c(C)c3c(C)c(-c4ccc(-c5ccc(-c6ccc(C)c7c6=NCN=7)s5)c5c4=NCN=5)sc3c(C)c2c1C
831,Cc1sc2c(C)c3c(C)c(C)c4c(O)c5cc(C=C6C=C(c7cc(O)cc(S)c7)N(S)C6=S)c(S)cc5c(O)c4c3c(C)c2c1C
832,Cc1sc2c(C)sc(C34C=CC=C(c5scc6c5-c5scc(C78C=CC=C(C=C9C(=O)C(=O)C%10CCc%11ccccc%11C9%10)C7N=C(F)C(F)=N8)c5C6=C(C#N)C#N)C3N=C(F)C(F)=N4)c2c1N
833,Cc1sc2c(S)c(-c3cc4c(s3)-c3sc5c(c3C4(S)S)C(S)=C(S)N3C(=O)C4=C6c7sc8c(c7C(S)=C(S)N6C(=O)C4=C53)C(S)(S)c3cc(S)sc3-8)sc2c1S
834,Cc1sc2c(S)c(-c3sc4c5c(sc4c3S)C3=C4C(=O)N6C(S)=C(S)c7c(sc8c(S)c(S)sc78)C6=C4C(=O)N3C(S)=C5S)sc2c1S
835,Cc1sc2c(S)c3c(S)c(-c4sc(-c5ccc(-c6sc(-c7sc8c(S)c9c(S)c(-c%10ccc(-c%11ccc(-c%12ccc(S)s%12)c%12nsnc%11%12)s%10)sc9c(S)c8c7S)cc6S)c6nsnc56)cc4S)sc3c(S)c2c1S
836,Cc1sc2c(c1-c1ccccc1)C(c1ccccc1)(c1ccccc1)c1c-2sc(-c2ccc(C3=C4C(=O)N(c5ccccc5)C(c5ccc(-c6ccccc6)s5)=C4C(=O)N3c3ccccc3)s2)c1-c1ccccc1
837,Cc1sc2c(c1-c1ccccc1)C(c1ccccc1)(c1ccccc1)c1cc(C3=C4C(=O)N(c5ccccc5)C(c5cc6c(s5)-c5sc(C)c(-c7ccccc7)c5C6(c5ccccc5)c5ccccc5)=C4C(=O)N3c3ccccc3)sc1-2
838,Cc1sc2c(c1-c1ccccc1)c(-c1ccccc1)c(-c1ccccc1)c1c(-c3ccccc3)c(-c3ncc(C4=C5C(=O)N(c6ccccc6)C(c6cnc(-c7ccccc7)s6)=C5C(=O)N4c4ccccc4)s3)sc12
839,Cc1sc2c(c1N)C(N)(N)c1c-2sc(-c2ncc(C3=C4C(=O)N(N)C(c5cnc(N)s5)=C4C(=O)N3N)s2)c1N
840,Cc1sc2c(c1O)[Si](O)(O)c1cc(C3=C4C(=O)N(C)C(c5cc6c(s5)-c5sc(C)c(O)c5[Si]6(O)O)=C4C(=O)N3C)sc1-2
841,Cc1sc2c(c1O)c(O)c(C#N)c1c(O)c(-c3oc(C4=C5C(=O)N(O)C(c6cc(O)c(O)o6)=C5C(=O)N4O)cc3O)sc12
842,Cc1sc2c(c1O)c(O)c(O)c1c(O)c(-c3ncc(-c4ccc(C5=C6C(=O)N(O)C(c7ccc(-c8cnc(O)s8)s7)=C6C(=O)N5O)s4)s3)sc12
843,Cc1sc2c(c1S)C(S)(S)c1c(S)c3c(c(S)c1-2)C(S)(S)c1c-3sc2c1C(S)=C(S)N1C(=O)C3=C4c5sc6c(c5C(S)=C(S)N4C(=O)C3=C21)C(S)(S)c1c(S)c2c(c(S)c1-6)C(S)(S)c1c-2sc(C)c1S
844,Cc1sc2c(sc3cc(C4=C5C(=O)N(C)C(c6cc7sc8c(-c9ccccc9)c(C)sc8c7s6)=C5C(=O)N4C)sc32)c1-c1ccccc1
845,Cc1sc2c(sc3cc(C4=C5C(=O)N(c6ccccc6)C(c6cc(-c7ccccc7)c7c(c6)sc6c(-c8ccccc8)c(C)sc67)=C5C(=O)N4c4ccccc4)cc(-c4ccccc4)c32)c1C
846,Cc1sc2c3sc(-c4sc(-c5ccc(C6=C7C(=O)N(O)C(c8ccc(-c9cc(O)c(O)s9)s8)=C7C(=O)N6O)s5)cc4O)c(O)c3c3nc(-c4ccc(O)cc4)n(O)c3c2c1O
847,Cc1sc2cc(C3=C4C(=O)N(C)C(c5cc6sc(C)c(C)c6s5)=C4C(=O)N3C)sc2c1C
848,Cc1sc2cc(C3=c4c(C)c(C)c5c6c(c(C)c(C)c5c4CC3=O)=C(c3cc4sc(C)c(S)c4s3)C(=O)C6)sc2c1S
849,Cc1sc2cc(C3=c4c(C)c5c(c(C)c4CC3=O)=C(c3cc4sc(C)c(C)c4s3)C(=O)C5)sc2c1C
850,Cc1sc2cc(C3=c4cc5c(cc4N(c4ccccc4)C3=O)=C(c3cc4sc(-c6sc7c(-c8ccccc8)c(C)sc7c6-c6ccccc6)c(-c6ccccc6)c4s3)C(=O)N5c3ccccc3)sc2c1-c1ccccc1
851,Cc1sc2sc(C3=C4C(=O)N(C)C(c5cc6c(-c7ccccc7)c(C)sc6s5)=C4C(=O)N3C)cc2c1-c1ccccc1
852,Cc1sc2sc(C3=C4C(=O)N(c5ccccc5)C(c5cc6c(-c7ccccc7)c(C)sc6s5)=C4C(=O)N3c3ccccc3)cc2c1-c1ccccc1
853,Clc1cc2c(oc3cccc4c3c2c2cccc3oc5ccccc5c4c32)c2ncccc12
854,Clc1cccc(Cl)c1-c1c2nc(c(-c3c(Cl)cccc3Cl)c3ccc([nH]3)c(-c3c(Cl)cccc3Cl)c3nc(c(-c4c(Cl)cccc4Cl)c4ccc1[nH]4)C=C3)C=C2
855,Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc(-c2ccc3c(c2)C(C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)s1
856,Cn1c(=C2C=CC=C2)c2ccc3c4ccc5c(=C6C=CC=C6)n(C6C=CC=C6)c(=C6C=CC=C6)c6ccc(c7ccc(c1=C1C=CC=C1)c2c37)c4c56
857,Cn1c(=CC2=CC=C(c3ccnc(C4=CC=CC5N=C(F)C(F)=NC45)n3)C3N=C(F)C(F)=NC23)c2cccc3cccc1c32
858,Cn1c(=CC2=CC=C(c3nccc(C4=CC=CC5N=C(F)C(F)=NC45)n3)C3N=C(F)C(F)=NC23)c2cccc3cccc1c32
859,Cn1c(=Cc2cnc(-c3c(-c4nccnn4)sc4ccc(C#N)cc34)nn2)c2cccc3cccc1c32
860,Cn1c(=Cc2ncc(-c3cnc(-c4cnc(C=c5c6cccc7cccc(c76)n5C)nn4)nn3)nn2)c2cccc3cccc1c32
861,Cn1c(=O)c2c(-c3c4c(c(-c5ccc(N)cc5)c5cscc35)N=S=N4)c3c4cccc5cccc(c3c(-c3c6c(c(-c7ccc(N)cc7)c7cscc37)N=S=N6)c2c1=O)c54
862,Cn1c(=O)c2c(-c3nccnn3)c3c4cccc5cccc(c3c(-c3c6c(cc7cscc37)N=S=N6)c2c1=O)c54
863,Cn1c(=O)c2c(N)c(N)c3c4c(N)c(N)c5c(=O)n(C)c(=O)c6c(N)c(N)c(c7c(N)c(N)c(c1=O)c2c37)c4c56
864,Cn1c(=O)c2cc(-c3c4c(cc5cscc35)N=S=N4)c3c(=O)n(C)c(=O)c4cc(C=Cc5ccncn5)c(c1=O)c2c43
865,Cn1c(=O)c2ccc3c4ccc5c6ccc7c(=O)n(C)c(=O)c8ccc(c9ccc(c%10ccc(c1=O)c2c3%10)c4c59)c6c78
866,Cn1c(=O)c2cccc3c4oc5ccc6oc7c8cccc9c(=O)n(C)c(=O)c(cc7c7c%10ccccc%10c(c4cc(c1=O)c23)c5c67)c98
867,Cn1c(CN)c2c(=C3C=CC=C3)n(C)c(CCN)c2c1=C1C=CC=C1
868,Cn1c2cc(/C=C(\C#N)c3cccs3)sc2c2sc(/C=C(\C#N)c3cccs3)cc21
869,Cn1c2ccccc2c2cc(-c3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)ccc21
870,Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nccnc45)s3)cc21
871,Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nonc45)s3)cc21
872,Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21
873,Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(C5=C(c6ccccc6)C(c6ccccc6)=C(c6ccc(-c7cccs7)s6)[Si]5(C)C)s4)s3)cc21
874,Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nccnc45)s3)cc21
875,Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nonc45)s3)cc21
876,Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc45)s3)cc21
877,Cn1c2ccccc2c2ccc(-c3ccc(-c4nnc(-c5cccs5)c5nccnc45)s3)cc21
878,Cn1c2ccccc2c2ccc(-c3ccc(-c4sc(-c5cccs5)c5nc(-c6ccccc6)c(-c6ccccc6)nc45)s3)cc21
879,Cn1c2ccsc2c2sc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21
880,FC(F)(F)C=Cc1ccnc(C=c2ccc(=c3ccc(=Cc4nccc(C=CC(F)(F)F)n4)s3)s2)n1
881,Fc1ncc2nsnc2c1-c1cc2c(s1)-c1sc(-c3c(F)ncc4nsnc34)cc1C21OCCO1
882,N#C/C(=C\c1ccc(-c2sc3cccc4c5c(-c6ccc(/C=C(\C#N)c7ccccn7)o6)sc6cccc(c2c34)c65)o1)c1ccccn1
883,N#C/C(=C\c1ccc(/C=C/c2ccc(/C=C(\C#N)c3cccs3)s2)s1)c1cccs1
884,N#CC(=Cc1ccc(-c2cc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)c(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)s1)C(=O)O
885,N#CC(=Cc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)c(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)s2)s1)C(=O)O
886,N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(=O)O
887,N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O
888,N#CC(=Cc1ccc(C(C#N)=Cc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O
889,N#CC(=Cc1ccc(C=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O
890,N#CC(=Cc1ccc(C=Cc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O
891,N#CC(=Cc1ccc(C=Cc2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O
892,N#CC(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O
893,N#CC(C#N)=C1c2ccsc2-c2sc(-c3ncc(-c4ccc5c(c4)sc4cccc6ccn5c64)cn3)cc21
894,N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)cc2)s1
895,N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)cc2)s1
896,N#CC=C1CC(=O)C(=Cc2ccc(-c3c4c(c(-c5ccc(-c6ccccc6)s5)c5ccccc35)N=S=N4)s2)C1=O
897,N#CC=c1ccc(=c2ccc(=Cc3ccnc(C=c4ccc(=c5ccc(=CC#N)s5)s4)n3)s2)s1
898,N#Cc1c(F)c(F)c(C=c2ccc(=c3ccc(=Cc4c(F)c(F)c(C#N)c5nsnc45)s3)s2)c2nsnc12
899,N#Cc1c(F)cc(C=c2ccc(=c3ccc(=Cc4cc(F)c(C#N)c5nsnc45)s3)s2)c2nsnc12
900,N#Cc1cc(C#N)c(-c2ccc3c(c2)NC(=O)C3=c2ccc(=c3ccc(=C4C(=O)Nc5ccccc54)s3)s2)s1
901,N#Cc1cc2cc3c(C#C[Si](C4CCCCC4)(C4CCCCC4)C4CCCCC4)c4cc5ccccc5cc4c(C#C[Si](C4CCCCC4)(C4CCCCC4)C4CCCCC4)c3cc2cc1C#N
902,NC1(N)c2ccsc2-c2sc(-c3cc(C(=O)O)c(-c4cc5c(s4)-c4sccc4C5(N)N)cc3C(=O)O)cc21
903,NC1=CC(=Nc2ccc(N(N)N)cc2)c2ccccc2C1=O
904,NC1=CC2SC(c3cc4c(N)c5sc(-c6cc7sc(-c8c(N)c(N)c(N)c9nsnc89)cc7s6)cc5c(N)c4s3)=CC2S1
905,NCc1c(N)sc2c1C(=NN)C(=O)C=C2
906,NCn1c(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c1=O)c2c37)c64)-c1ccccc1C5
907,NNNNc1c(NNN)c(-c2cc3c(s2)-c2sc(-c4c(NN)c(N)c(-c5cc(S)c(-c6cc(S)c(S)s6)s5)c5c4=NCN=5)cc2C3(S)S)c2c(c1-c1cc(S)c(-c3cc(S)c(S)s3)s1)=NCN=2
908,NNNNc1c(NNN)c(-c2cc3c(s2)-c2sc(-c4c(NN)c(N)c(-c5cc(S)c(S)s5)c5c4=NCN=5)cc2C3(S)S)c2c(c1-c1cc(S)c(S)s1)=NCN=2
909,Nc1c(N)c(N)c2c(c1N)c(=O)c1c(N)c3c(c(N)c1n2N)c(=O)c1c(N)c(N)c(N)c(N)c1n3N
910,Nc1c2c3c(c(N)c(N)c4c5c(N)c(N)c6c7c(c(N)c(N)c(c(c1N)c34)c75)C(=O)CC6=S)C(=O)CC2=O
911,Nc1cc(-n2c(=O)c3ccc4c5ccc6c7ccc8c9ccc%10c(=O)n(-c%11cc(N)c(N)c(N)c%11)c(=O)c%11ccc(c%12ccc(c%13ccc(c%14ccc(c2=O)c3c4%14)c5c6%13)c7c8%12)c9c%10%11)cc(N)c1N
912,Nc1ccc(N)c2nccnc12
913,Nc1ccc(O)c2c1C(=O)c1c(N)ccc(O)c1C2=O
914,Nc1ccc2c(c1)[nH]c1ccc3c4ccc5c(=O)[nH]c(=O)c6ccc(c7ccc2c1c37)c4c56
915,Nc1ccc2c(c1)[nH]c1ccc3c4ccc5c(=O)oc(=O)c6ccc(c7ccc2c1c37)c4c56
916,Nc1ccc2c(sc3cc(C4=C5C(=O)N(N)C(c6cc7sc8c(N)c(N)ccc8c7s6)=C5C(=O)N4N)sc32)c1N
917,Nc1ccc2c3ccc(-c4sc5c6sc(N)c(N)c6c6nsnc6c5c4N)cc3c3c(-c4ccccc4)c(-c4ccccc4)oc3c2c1
918,Nc1ccc2c3ccc4c5ccc6c(=O)n(N)c(=O)c7ccc(c8ccc(c3c48)n(N)c2c1)c5c67
919,Nc1sc2c(c1N)C1=C3C(=O)N4C=Cc5sc(N)c(N)c5C4=C3C(=O)N1C=C2
920,Nn1c(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c37)c46)c(=O)n5N
921,O=C(Cc1ccccc1)c1nc(N(c2ccccc2)c2ccccc2)c(C(=O)Nc2ccccc2)nc1N(c1ccccc1)c1ccccc1
922,O=C(O)C=c1ccc(=c2ccc(=Cc3cnc(C=c4ccc(=c5ccc(=CC(=O)O)s5)s4)nc3)s2)s1
923,O=C(O)c1nc2ccc(C=c3ccc(=c4ccc(=Cc5ccc6nc(C(=O)O)oc6c5)s4)s3)cc2o1
924,O=C(c1ccc(-c2c(F)c(F)cc3nsnc23)s1)c1cocc1-c1c2c(cc3cscc13)N=S=N2
925,O=C(c1ccc(-c2c3c(cc4cscc24)N=S=N3)s1)c1cocc1-c1cc2ccn3c4ccccc4sc(c1)c23
926,O=C(c1ccc(-c2scc3c2OCCS3)s1)c1cocc1-c1c2c(cc3cscc13)N=S=N2
927,O=C(c1cccs1)c1cocc1-c1cnc(-c2c3c(cc4cscc24)N=S=N3)nc1
928,O=C(c1ccoc1)c1ccc(-c2cnc(-c3c4c(cc5cscc35)N=S=N4)nc2)s1
929,O=C(c1ccoc1)c1ccc(C=c2ccc(=c3ccc(=Cc4ccc(C(=O)c5ccoc5)s4)s3)s2)s1
930,O=C(c1ccoc1)c1sccc1-c1c2c(c(-c3ccsc3C(=O)c3ccoc3)c3cscc13)N=S=N2
931,O=C1/C(=C2/C(=O)N(Cc3ccccc3)c3ccsc32)c2sccc2N1Cc1ccccc1
932,O=C1/C(=C2/C(=O)N(S)c3cc(-c4sc5c6sc(S)c(S)c6c6oc(-c7ccccc7)c(-c7ccccc7)c6c5c4S)ccc32)c2ccc(S)cc2N1S
933,O=C1/C(=C2/C(=O)N(c3ccccc3)c3cc(-c4cc(-c5ccccc5)c(-c5ccccc5)s4)ccc32)c2ccc(-c3cc(-c4ccccc4)c(-c4ccccc4)s3)cc2N1c1ccccc1
934,O=C1C(=C2C=C(C=Cc3ccc(C=Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)OC(C=Cc3ccc(C=Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)=C2)C(=O)c2ccccc21
935,O=C1C(=Cc2c3ccccc3c(N(c3ccccc3)c3ccccc3)c3ccccc23)C(=O)c2cc3ccccc3cc21
936,O=C1C(=Cc2ccc(-c3ccc(N(c4ccc(-c5ccc(C=Cc6cccs6)s5)cc4)c4ccc(-c5ccc(C=Cc6cccs6)s5)cc4)cc3)s2)C(=O)c2ccccc21
937,O=C1C(=Cc2ccc3c(c2)c2cccc4cccc(c42)n3-c2ccccc2)C(=O)c2cc3ccccc3cc21
938,O=C1C2=C(c3cc(-c4ccccc4)c(-c4ccc(-c5ccccc5)cc4)s3)N(c3ccccc3)C(=O)C2=C(c2cc(-c3ccccc3)c(-c3ccccc3)s2)N1c1ccccc1
939,O=C1C2=C(c3cc(-c4ccccc4)c(-c4ccccc4)s3)N(c3ccccc3)C(=O)C2=C(c2cc(-c3ccccc3)c(-c3ccccc3)s2)N1c1ccccc1
