,smiles
318,CN1C(=O)C2=C(c3ccc(C#Cc4c5cccc6c(C#C[Si](C)(C)C)cc7c(C#Cc8ccc(C9=C%10C(=O)N(C)C(c%11cccs%11)=C%10C(=O)N9C)s8)c8cccc9c(C#C[Si](C)(C)C)cc4c(c98)c7c65)s3)N(C)C(=O)C2=C1c1cccs1
319,CN1C(=O)C2=C(c3ccc(C#Cc4cc5ccccc5c5ccccc45)s3)N(C)C(=O)C2=C1c1ccc(C#Cc2cc3ccccc3c3ccccc23)s1
320,CN1C(=O)C2=C(c3ccc(C(=O)c4ccoc4)s3)N(C)C(=O)C2=C1C1=C2OCCOC2=C[Si]1(C)C
321,CN1C(=O)C2=C(c3ccc(C=Cc4ccc(C(F)(F)F)cc4)s3)N(C)C(=O)C2=C1c1ccc(C=Cc2ccc(C(F)(F)F)cc2)s1
322,CN1C(=O)C2=C(c3ccc(Cc4ccc(C5=C6C(=O)N(C)C(c7ccc(Cc8ccc(C9=C%10C(=O)N(C)C(c%11ccco%11)=C%10C(=O)N9C)o8)o7)=C6C(=O)N5C)o4)o3)N(C)C(=O)C2=C1c1ccco1
323,CN1C(=O)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)N(C)C(=O)C2=C1c1ccc(N(c2ccccc2)c2ccccc2)cc1
324,CN1C(=O)C2=C(c3ccc4nc(C=C5Oc6ccccc6N5C)oc4c3)N(C)C(=O)C2=C1c1ccc2ncoc2c1
325,CN1C(=O)C2=C(c3ccnc(C4COc5nsnc5O4)n3)N(C)C(=O)C2=C1c1ccc2c(c1)sc1cccc3ccn2c31
326,CN1C(=O)C2=C(c3ccsc3C(=O)c3ccoc3)N(C)C(=O)C2=C1C=Cc1ccnc(C2COc3nsnc3O2)n1
327,CN1C(=O)C2=C(c3ccsc3C(=O)c3ccoc3)N(C)C(=O)C2=C1c1nc2ccccc2o1
328,CN1C(=O)C2=C(c3cocc3C(=O)c3cccs3)N(C)C(=O)C2=C1C=Cc1ccncn1
329,CN1C(=O)C2=C(c3cocc3C(=O)c3cccs3)N(C)C(=O)C2=C1c1ncccn1
330,CN1C(=O)C2=C(c3cscc3C(=O)O)N(C)C(=O)C2=C1C=C1N(C)c2ccccc2C1(c1ccccc1)c1ccccc1
331,CN1C(=O)C2=C(c3cscc3C(=O)O)N(C)C(=O)C2=C1c1cc2cc3c(F)c(F)sc3nc2s1
332,CN1C(=O)C2=C(c3nc4ccc(C=C5N(C)c6ccccc6C5(C)C)cc4o3)N(C)C(=O)C2=C1c1nc2ccccc2o1
333,CN1C(=O)C2=C(c3nccc(-c4cncn4C(=O)n4ccnc4)n3)N(C)C(=O)C2=C1c1ncccn1
334,CN1C(=O)C2=C(c3nccc(C=C4N(C)c5ccccc5C4(C)C)n3)N(C)C(=O)C2=C1c1ncccn1
335,CN1C(=O)C2=C(c3occc3C(=O)c3ccc(-c4ccncn4)s3)N(C)C(=O)C2=C1c1occc1C(=O)c1cccs1
336,CN1C(=O)C2=C(c3sc(-c4nc(C#N)c(C#N)n4C)c4c3OCCS4)N(C)C(=O)C2=C1c1scc2c1OCCS2
337,CN1C(=O)C2=C(c3sc(-c4nc(C#N)c(C#N)n4C)c4c3SCCO4)N(C)C(=O)C2=C1c1scc2c1SCCO2
338,CN1C(=O)C2=C(c3sc(C#N)cc3C#N)N(C)C(=O)C2=C1C=C1N(C)c2ccccc2C1(c1ccccc1)c1ccccc1
339,CN1C(=O)C2=C(c3sc4c(sc5c(F)csc54)c3F)N(C)C(=O)C2=C1C1=C2OCCOC2=C[Si]1(C)C
340,CN1C(=O)C2=C(c3scc(C=C4N(C)c5ccccc5C4(C)C)c3C(=O)O)N(C)C(=O)C2=C1c1sccc1C(=O)O
341,CN1C(=O)C2=C(c3scc4c3SCCO4)N(C)C(=O)C2=C1c1ccc(C(=O)c2ccoc2)s1
342,CN1C(=O)C2=C(c3scc4c3SCCO4)N(C)C(=O)C2=C1c1ccc2ncoc2c1
343,CN1C(=O)C2=C(c3scc4c3SCCO4)N(C)C(=O)C2=C1c1nc2ccccc2o1
344,CN1C(=O)C2=C(c3scc4c3SCCS4)N(C)C(=O)C2=C1c1occc1C(=O)c1cccs1
345,CN1C(=O)C2=C(c3scc4c3SCCS4)N(C)C(=O)C2=C1c1scc2c1SCCO2
346,CN1C(=O)c2c(N)sc(-c3ccc(-c4sc(-c5sc6c(c5N)C(N)(N)c5c-6sc(N)c5N)c5c4C(=O)N(N)C5=O)s3)c2C1=O
347,CN1C=C2C(=O)N(C)C(c3cc4c(s3)-c3cc5c(cc3C4(C)C)-c3sccc3C5(C)C)=C2C1=O
348,CN1C=C2C(=O)N(C)C(c3ccc(-c4ccc5c6ccc(-c7cccs7)cc6n(C)c5c4)s3)=C2C1=O
349,CN1C=C2C(=O)N(C)C(c3ncc(C=C4N(C)c5ccccc5C4(c4ccccc4)c4ccccc4)nn3)=C2C1=O
350,CN1C=C2C(=O)N(C)C(c3sc(C4=C5C(=O)N(C)C=C5C(=O)N4C)c4c3OCCS4)=C2C1=O
351,COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3cc(C)c(-c4cc5cc6sc(-c7sc(-c8sc(-c9sc(C=C(C#N)C(=O)OC)cc9C)cc8C)cc7C)cc6cc5s4)s3)s2)s1
352,COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3cc(C)c(-c4ccc(-c5sc(-c6sc(-c7sc(C=C(C#N)C(=O)OC)cc7C)cc6C)cc5C)s4)s3)s2)s1
353,COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(-c6cc7c(OC)c8sc(-c9cc(C)c(-c%10cc(C)c(-c%11ccc(-c%12sc(-c%13sc(C=C(C#N)C(=O)OC)cc%13C)cc%12C)s%11)s%10)s9)cc8c(OC)c7s6)cc5C)cc4C)s3)s2)s1
354,COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(C=C(C#N)C(=O)OC)cc5C)cc4C)s3)s2)s1
355,COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4cc5c(OC)c6sc(-c7cc(C)c(-c8ccc(-c9sc(C=C(C#N)C(=O)OC)cc9C)s8)s7)cc6c(OC)c5s4)cc3C)s2)s1
356,COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4ccc5c(c4)C(C)(C)c4cc(-c6cc(C)c(-c7ccc(-c8sc(C=C(C#N)C(=O)OC)cc8C)s7)s6)ccc4-5)cc3C)s2)s1
357,COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4ccc5c6ccc(-c7cc(C)c(-c8ccc(-c9sc(C=C(C#N)C(=O)OC)cc9C)s8)s7)cc6n(C)c5c4)cc3C)s2)s1
358,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)C([C@@]1(C)N=N[C@](O)(P)[C@@]1(C)N)=C4C)c([C@@]1(C)N=N[C@](O)(P)[C@@]1(C)N)c3C
359,COC(=O)N1C(=O)C2=C(c3sc(N)c(N)c3N)N(C(=O)OC)C(=O)C2=C1c1sc(N)c(N)c1N
360,COC(=O)c1c(C(=O)OC)c(-c2cc3c(s2)c2sc(C)cc2n3C)c2nsnc2c1C
361,COC(=O)c1cc(-c2cc(C(=O)O)c(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nonc45)s3)s2)sc1C
362,COC(=O)c1cc(-c2cc(C(=O)ON)c(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nonc45)s3)s2)sc1C
363,COC(=O)c1cc2c(-c3cccs3)sc(-c3ccc(-c4cc5c(-c6cc(F)c(C)s6)c6sccc6c(-c6cc(F)c(C)s6)c5s4)s3)c2s1
364,COC(=O)c1cc2c(-c3cccs3)sc(-c3ccc(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)s3)c2s1
365,COC(=O)c1cc2csc(-c3ccc(-c4ccc(-c5sc(-c6ccc(-c7sccc7C)s6)cc5C)s4)s3)c2s1
366,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6cc(F)c(C)s6)c6sccc6c(-c6cc(F)c(C)s6)c5s4)s3)sc(-c3cccs3)c2c1F
367,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)s3)sc(-c3cccs3)c2c1F
368,COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(OC)cc6)c6sccc6c(-c6ccc(OC)cc6)c5s4)s3)sc(-c3cccs3)c2c1F
369,COC1=CC(=C2C=C(OC)C(=O)c3ccccc32)c2ccccc2C1=O
370,CON1c2cc(-c3sc(C4=C5C(=O)N(O)C(c6scc(O)c6O)=C5C(=O)N4O)cc3O)ccc2Cc2c(O)cccc21
371,COc1c(OC)c(-c2cc3sc(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)cc3s2)c2nsnc2c1-c1cc2sccc2s1
372,COc1c(OC)c(-c2ccc(-c3cc4c(OC)c5sccc5c(OC)c4s3)s2)c2nonc2c1-c1cccs1
373,COc1c(OC)c(-c2ccc(-c3ccc(-c4ccc5c6ccccc6n(C)c5c4)s3)s2)c2nsnc2c1-c1ccc(-c2cccs2)s1
374,COc1c(OC)c(-c2ccc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)s2)c2nsnc2c1-c1cccs1
375,COc1c(OC)c(-c2ccc(-c3ccc4c(c3)[Si](C)(C)c3ccccc3-4)s2)c2nsnc2c1-c1cccs1
376,COc1c(OC)c(-c2ccc(-c3ccc4c5ccccc5n(C)c4c3)s2)c2nsnc2c1-c1cccs1
377,COc1c(OC)c2sc(-c3cc(C)c(-c4nc5sc(-c6sccc6C)nc5s4)s3)cc2c2ccsc12
378,COc1c(OC)c2sc(-c3ccc(-c4sc(-c5nc(C)c(-c6cccs6)s5)nc4C)s3)cc2c2ccsc12
379,COc1c2cc(-c3cc(C)c(-c4ccc(-c5sc(C=C6SC(=S)N(C)C6=O)cc5C)s4)s3)sc2c(OC)c2cc(-c3cc(C)c(-c4ccc(-c5sc(C=C6SC(=S)N(C)C6=O)cc5C)s4)s3)sc12
380,COc1c2cc(-c3cc(C)c(-c4nc5sc(-c6sccc6C)nc5s4)s3)sc2c(OC)c2ccsc12
381,COc1c2cc(-c3cc(C=Cc4sc(-c5ccc(-c6cc(C)cs6)c6nsnc56)cc4C)cs3)sc2c(OC)c2ccsc12
382,COc1c2cc(-c3cc4c(s3)-c3sc(-c5nc6sc(-c7cc8c(s7)-c7sccc7[Si]8(C)C)nc6s5)cc3[Si]4(C)C)sc2c(OC)c2ccsc12
383,COc1c2cc(-c3ccc(-c4ccc5c(c4)N(C)C(=O)C5=C4C(=O)N(C)c5ccccc54)s3)sc2c(OC)c2cc(-c3cccs3)sc12
384,COc1c2cc(-c3ccc(-c4sc(-c5ccc(C)s5)c5c4C(=O)N(C)C5=O)s3)sc2c(OC)c2cc(C)sc12
385,COc1c2cc(-c3ccc(-c4sc(-c5cccs5)c5c4C(=O)N(C)C5=O)s3)sc2c(OC)c2ccsc12
386,COc1c2cc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)sc2c(OC)c2ccsc12
387,COc1c2cc(-c3ccc(C4=C5C(=O)NC(c6ccc(-c7cc8c(OC)c9sccc9c(OC)c8s7)s6)=C5C(=O)N4)s3)sc2c(OC)c2ccsc12
388,COc1c2cc(-c3sc(-c4cc5c(OC)c6sc(-c7ccc(C)c8nsnc78)cc6c(OC)c5s4)c4c3C(=O)N(C)C4=O)sc2c(OC)c2cc(C)sc12
389,COc1c2cc(-c3sc(-c4ccc(-c5cc(C)cs5)c5nsnc45)cc3C)sc2c(OC)c2ccsc12
390,COc1c2cc(-c3sc(-c4ccc(-c5sc(-c6cc7c(OC)c8sc(-c9ccc(-c%10ccc(-c%11ccc(C)s%11)c%11nsnc%10%11)s9)cc8c(OC)c7s6)cc5C)c5nsnc45)cc3C)sc2c(OC)c2cc(C)sc12
391,COc1c2cc(-c3sc(-c4sc(-c5cc(C)cs5)c5c4C(=O)N(C)C5=O)cc3C)sc2c(OC)c2ccsc12
392,COc1c2cc(-c3sc(C4=S=Cc5ccccc54)c4ccccc34)sc2c(OC)c2ccsc12
393,COc1cc(C2=c3ccc4c5c(ccc4c3NC2=O)=C(c2cc(C)c(O)c(O)c2)C(=O)N5)cc(-c2ccc(C)s2)c1O
394,COc1cc(C=Cc2ccccc2)c(OCCC(C)CCCC(C)C)cc1C=Cc1ccc(C#Cc2sc(C#Cc3ccc(C=Cc4ccccc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1
395,COc1cc(OC)cc(-c2nc3c(-c4cccs4)sc(-c4cccs4)c3nc2-c2cc(OC)cc(OC)c2)c1
396,COc1cc2c(cc1OC)C1=C3C(=O)N4C=Cc5cc(CO)c(CO)cc5C4=C3C(=O)N1C=C2
397,COc1cc2c(cc1OC)c1cc(-c3sc(-c4ccc(-c5cc(C)cs5)c5nsnc45)cc3C)sc1c1sccc21
398,COc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c7ccccc7n(C)c6c5)s4)c3nc2-c2ccc(OC)cc2)cc1
399,COc1ccc(-c2nc3c(-c4cccs4)sc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3nc2-c2ccc(OC)cc2)cc1
400,COc1ccc(-c2nc3c(-c4scc5c4OCCO5)ccc(-c4sc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)c5c4OCCO5)c3nc2-c2ccc(OC)cc2)cc1
401,COc1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(OC)c(OC)c3)c3ccccc23)cc1OC
402,COc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OC)c(OC)c5)s4)c4nsnc34)s2)cc1OC
403,COc1ccc(C#Cc2ccc(C#Cc3ccc(-c4ccc(-c5ccc(C#Cc6ccc(C#Cc7ccc(OC)c(OC)c7)cc6)s5)c5nsnc45)s3)cc2)cc1OC
404,COc1ccc(C=Cc2ccc(C=Cc3cc(C)c(C=Cc4ccc(C=Cc5cc(C)c(C=Cc6ccc(C=Cc7cc(C)c(C=O)cc7C)s6)cc5C)s4)cc3C)s2)cc1
405,COc1ccc(N(c2ccc(C=Cc3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)cc2)c2ccc(OC)cc2)cc1
406,COc1ccc(N(c2ccc(C=Cc3ccc(C=C(C#N)C(=O)O)s3)cc2)c2ccc(OC)cc2)cc1
407,COc1ccc(N(c2ccc(C=Cc3sc(C=C(C#N)C(=O)O)c4c3OCCO4)cc2)c2ccc(OC)cc2)cc1
408,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)cc2)cc1
409,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)cc2)cc1
410,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3sc(-c4cc5sc(C=C(C#N)C(=O)O)cc5s4)c4c3OCCO4)cc2)cc1
411,COc1ccc(N(c2ccc(OC)cc2)c2ccc(C(=Cc3ccc(C=C(C#N)C(=O)O)s3)c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)cc2)cc1
412,COc1ccc(N(c2ccc(OC)cc2)c2cccc(-n3c4ccccc4c4ccc(-c5ccc(-c6c7nsnc7c(-c7cccs7)c7nc(-c8ccccc8)c(-c8ccccc8)nc67)s5)cc43)c2)cc1
413,COc1ccc2c(c1)-c1cc(OC)c(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc1[Si]2(C)C
414,COc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c(-c7ccc(C)s7)c7sccc7c(-c7ccc(C)s7)c6s5)s4)c3nc2-c2cccc(OC)c2)c1
415,COc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c(OC)c7sccc7c(OC)c6s5)s4)c3nc2-c2cccc(OC)c2)c1
416,COc1cccc(C2N=c3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3=NC2c2cccc(OC)c2)c1
417,COc1cccc2c(OC)c(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)ccc12
418,COc1ccsc1-c1ccc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2OC)c2nsnc12
419,CSc1ccc(-c2ccc(-c3csc(-c4cc(-c5ccc(-c6ccc(SC)s6)s5)sc4-c4sc(-c5ccc(-c6ccc(SC)s6)s5)cc4-c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)c3)s2)s1
420,C[C@@H]1N=c2c(S)c(NNNN)c(NNN)c(-c3cc4c(s3)-c3sc(-c5c(NN)c(N)c(S)c6c5=N[C@@H](C)N=6)cc3C4(S)S)c2=N1
421,C[C@H]1N=c2c(-c3ccccc3)c(N)c(NN)c(-c3cc4c(s3)-c3sc(-c5ccccc5)cc3C4(c3ccccc3)c3ccccc3)c2=N1
422,C[SH]1C=NC2=C1C(S)(S)c1sc(-c3ccccc3)nc12
423,C[SiH2]O[Si](C)(O)CCCCCCN1C(=O)C2=C(c3ccc(C)s3)N(CCCCCC[SiH](C)O[Si](C)(C)C)C(=O)C2=C1c1ccc(-c2ccc(C)s2)s1
424,C[Si](C)(C)C#Cc1c2ccccc2c2ccc3c(C#C[Si](C)(C)C)c4ccccc4c4ccc1c2c34
425,C[Si](C)(C)CN1C(=O)C2=C(c3ccc(Br)s3)N(C[Si](C)(C)C)C(=O)C2=C1c1ccc(Br)s1
426,C[Si](C)(C)O[Si](C)(C)CCCN1C(=O)C(c2cccs2)=c2cc3c(cc21)=C(c1cccs1)C(=O)N3CCC[Si](C)(C)O[Si](C)(C)C
427,C[Si](C)(C)O[Si](C)(CCCCN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(CCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)C(=O)C2=C1c1ccc(-c2ccccc2)s1)O[Si](C)(C)C
428,C[Si](C)(C)O[Si](C)(CCCCN1C(=O)C2=C(c3ccc(Br)s3)N(CCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)C(=O)C2=C1c1ccc(Br)s1)O[Si](C)(C)C
429,C[Si](C)(C)O[Si](C)(CCCN1C(=O)C2=C(c3ccc(-c4cc5sc(-c6ccccc6)cc5s4)s3)N(CCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)C(=O)C2=C1c1ccc(-c2ccccc2)s1)O[Si](C)(C)C
430,C[Si](C)(C)O[Si](CCCCCCN1C(=O)C2=C(c3cccs3)N(CCCCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C(=O)C2=C1c1cccs1)(O[Si](C)(C)C)O[Si](C)(C)C
431,C[Si]1(C)C(C#N)=C2OCCOC2=C1c1sc(C2=C3OCCOC3=C(C#N)[Si]2(C)C)c2c1OCCS2
432,C[Si]1(C)C(c2ccc(-c3cccs3)s2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccc(-c2ccc(-c3ccc4c(c3)[Si](C)(C)c3ccccc3-4)s2)s1
433,C[Si]1(C)c2cc(-c3cnc(-c4cc5ccccc5s4)c4nsnc34)sc2-c2sc(-c3cnc(-c4cc5ccccc5s4)c4nsnc34)cc21
434,C[Si]1(C)c2cc(-c3cnc(-c4cccs4)c4nsnc34)sc2-c2sc(-c3cnc(-c4cccs4)c4nsnc34)cc21
435,C[Si]1(C)c2cc(-c3sc(C#N)c4c3SCCO4)sc2-c2sc(-c3sc(C#N)c4c3SCCO4)cc21
436,C[Si]1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21
437,Cc1c(-c2cc(F)c(C3=C4C(=O)N(C)C(c5c(F)ccc6nsnc56)=C4C(=O)N3C)c3nsnc23)nc2ncccn12
438,Cc1c(-c2ccccc2)c2c(c(-c3ccccc3)c1-c1ccccc1)C1=C3C(=O)N4C(c5ccccc5)=C(c5ccccc5)c5c(c(-c6ccccc6)c(-c6ccccc6)c(C)c5-c5ccccc5)C4=C3C(=O)N1C(c1ccccc1)=C2c1ccccc1
439,Cc1c(-c2cccs2)sc2c(C)c(-c3ccc(-c4scc5c4C(=O)N(C)C5=O)s3)sc12
440,Cc1c(-c2csc(C3=C4C(=O)N(C)C(c5sccc5C(=O)O)=C4C(=O)N3C)c2C(=O)O)nc2ncccn12
441,Cc1c(C)c(C)c2c(c1C)C=CN1C(=O)C3=C4c5c(C)c(C)c(C)c(C)c5C=CN4C(=O)C3=C21
442,Cc1c(C)c2c(c3c1=C(c1cc(-c4ccccc4)c(-c4ccc(-c5ccc(-c6ccccc6)cc5)cc4)o1)C(=O)C3)CC(=O)C=2c1cc(-c2ccccc2)c(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)o1
443,Cc1c(C)c2c(c3c1=C(c1ccc(-c4ccc(-c5ccccc5)cc4)s1)C(=O)C3)CC(=O)C=2c1ccc(-c2ccc(-c3ccccc3)cc2)s1
444,Cc1c(C)c2c(c3c1=C(c1ccco1)C(=O)C3)CC(=O)C=2c1ccco1
445,Cc1c(C)c2c3c(c(C)c(C)c2c2c1=C(c1cc(S)c(C)n1S)C(=O)C2)=C(c1cc(S)c(C)n1S)C(=O)C3
446,Cc1c(C)c2cc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)sc2c2sccc12
447,Cc1c(C2=C3OC(=O)C(c4sc(-c5cc6c(s5)-c5sc(-c7ccccc7)cc5C6(c5ccccc5)c5ccccc5)c(C)c4C)=C3OC2=O)sc(-c2ccccc2)c1C
448,Cc1c(C2=C3SC(=O)C(c4sc(C(C)C)c(C)c4C)=C3SC2=O)sc(-c2cc3c(s2)-c2cc4c(cc2C3(S)S)-c2sc(C(C)C)cc2C4(S)S)c1C
449,Cc1c(C2=C3SC(=O)C(c4sc(C(C)C)c(C)c4C)=C3SC2=O)sc(-c2cc3c(s2)-c2cc4c(cc2[Si]3(N)N)-c2sc(C(C)C)cc2[Si]4(N)N)c1C
450,Cc1c(N)c(-c2ccc(-c3cc(-c4ccc(-c5c(NN)c(C)c(C)c6c5=NCN=6)s4)cc(-c4ccc(-c5c(NNN)c(C)c(C)c6c5=NCN=6)s4)c3)s2)c2c(c1C)=NCN=2
451,Cc1c2c(=O)[nH]c(=O)c2c(C2=CC3=C(C=C(c4c5c(=O)[nH]c(=O)c5c(C)c5c(=O)[nH]c(=O)c45)C3)C2)c2c(=O)[nH]c(=O)c12
452,Cc1c2c(c(C)c3c1=C(c1cc(-c4ccccc4)c(C)n1-c1ccccc1)C(=O)C3)=C(c1cc(-c3ccccc3)c(C)n1-c1ccccc1)C(=O)C2
453,Cc1c2c(c(C)c3c1=C(c1cc(O)c(-c4cc(O)c(O)s4)s1)C(=O)C3)=C(c1cc(O)c(-c3cc(O)c(O)s3)s1)C(=O)C2
454,Cc1c2c(c(C)c3c1=C(c1cc4sc(-c5ccccc5)c(-c5ccccc5)c4s1)C(=O)C3)=C(c1cc3sc(-c4ccccc4)c(-c4ccccc4)c3s1)C(=O)C2
455,Cc1c2c(c(C)c3c1=C(c1ccc(-c4ccccc4)o1)C(=O)C3)=C(c1ccc(-c3ccccc3)o1)C(=O)C2
456,Cc1c2c(c(C3=c4ccccc4=C(c4ccccc4)CC3=N)c3ccccc13)C(=CC1C=CC=C1)C(=O)C2
457,Cc1c2cc(-c3ccc(-c4cc5c(C)c6sc(-c7cc8c(OC(=O)C(C)C)c9sc(-c%10ccccc%10)cc9c(OC(=O)C(C)C)c8s7)cc6c(C)c5s4)c4nsnc34)sc2c(C)c2cc(-c3ccccc3)sc12
458,Cc1c2cc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc45)s3)sc2c(C)c2ccsc12
459,Cc1c2cc(O)c(O)cc2c(C)c2nsnc12
460,Cc1c2cc3nc4c5ccc6c(=O)n(-c7ccccc7)c(=O)c7ccc(c4nc3cc2c(C)c2cc3nc4c8ccc9c(=O)n(-c%10ccccc%10)c(=O)c%10ccc(c4nc3cc12)c8c%109)c5c67
461,Cc1cc(-c2c3cc(-c4ccc(-c5ccc6c(c5F)N(C)C(=O)C6=C5C(=O)N(C)c6c(F)cccc65)s4)sc3c(-c3cc(C)c(C)s3)c3cc(-c4cccs4)sc23)sc1C
462,Cc1cc(-c2c3cc(-c4ccc5c(c4)N(C)C(=O)C5=C4C(=O)N(C)c5ccccc54)sc3c(-c3cc(C)c(C)s3)c3ccsc23)sc1C
463,Cc1cc(-c2cc(F)c(-c3cc(C)c(-c4cc5c(C)c6sc(S)cc6c(C)c5s4)s3)c3nsnc23)sc1S
464,Cc1cc(-c2cc3c(cc(-c4cc(C)c(-c5cccs5)s4)c4nsnc43)c3nsnc23)sc1-c1cccs1
465,Cc1cc(-c2ccc(-c3cc(C)c(-c4cc5c(C)c6sc(-c7ccccc7)cc6c(C)c5s4)s3)c3nsnc23)sc1-c1ccccc1
466,Cc1cc(-c2ccc(-c3cc(C)c(-c4cccs4)s3)c3nsnc23)sc1-c1cccs1
467,Cc1cc(-c2ccc(-c3cc4c(s3)c3cc(-c5ccc(-c6cc(C)c(C)c7c6=NCN=7)s5)sc3c3cc(-c5ccc(-c6cc(C)c(C)c7c6=NCN=7)s5)sc43)s2)c2c(c1C)=NCN=2
468,Cc1cc(-c2ccc(C)c3nsnc23)sc1-c1ccc(-c2sc3c(C)c4c(C)c(C)sc4c(C)c3c2N)c2nsnc12
469,Cc1cc(-c2ccc(C3=C4C(=O)N(C)C(c5cnc(-c6cc(C)c(C)o6)s5)=C4C(=O)N3C)s2)oc1C
470,Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1cnc(-c2ncc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)s2)s1
471,Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1nc2sc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)nc2s1
472,Cc1cc(-c2ccccc2)c(-c2nc3c(O)c4sc(-c5ccc(N=Nc6ccccc6C)cc5)nc4c(O)c3s2)s1
473,Cc1cc(-c2ccccc2)c(-c2nc3sc(-c4sc(-c5cc6c(s5)-c5sc(C)cc5[Si]6(c5ccccc5)c5ccccc5)cc4-c4ccccc4)nc3s2)s1
474,Cc1cc(-c2ccccc2)c(/C=C/c2sc(-c3sc(-c4cc(-c5ccccc5)c(C)s4)cc3-c3ccccc3)cc2-c2ccccc2)s1
475,Cc1cc(-c2ccccc2)c(C(=C(c2ccccc2)c2sc(-c3cc(-c4ccccc4)c(-c4cc5c(s4)-c4sc(-c6sc(C)cc6-c6ccccc6)cc4[Si]5(c4ccccc4)c4ccccc4)s3)cc2-c2ccccc2)c2ccccc2)s1
476,Cc1cc(-c2sc(-c3sc(C=C(C#N)C(=O)O)cc3C)cc2C)sc1-c1ccc(N(c2ccc3c(c2)C(C)(C)c2ccccc2-3)c2ccc3c(c2)C(C)(C)c2ccccc2-3)cc1
477,Cc1cc(/C=C(\C#N)c2ccc(Cl)s2)sc1-c1ccc(-c2sc(/C=C(\C#N)c3ccc(Cl)s3)cc2C)s1
